product_id,start,close,Actual,Predicted (XGBoost)
KARRAT-USD,2024-09-14 07:25:00+00:00,0.3155,0.00031695721077651027,9.453129e-05
KARRAT-USD,2024-09-14 07:30:00+00:00,0.3157,-0.004751346214760853,-0.0007883698
KARRAT-USD,2024-09-14 07:35:00+00:00,0.3157,-0.004751346214760853,-0.003093641
KARRAT-USD,2024-09-14 07:40:00+00:00,0.3149,-0.0022229279136234802,0.0014538947
KARRAT-USD,2024-09-14 07:45:00+00:00,0.3156,-0.004435994930291547,-0.0007883698
KARRAT-USD,2024-09-14 07:50:00+00:00,0.3156,-0.004435994930291547,-0.0059281373
KARRAT-USD,2024-09-14 07:55:00+00:00,0.3142,0.003182686187141951,-0.00066586235
KARRAT-USD,2024-09-14 08:00:00+00:00,0.3142,0.0015913430935709755,-0.0007821041
KARRAT-USD,2024-09-14 08:05:00+00:00,0.3142,0.0015913430935709755,-0.00080340117
KARRAT-USD,2024-09-14 08:10:00+00:00,0.3142,-0.00413749204328443,-0.000910717
KARRAT-USD,2024-09-14 08:15:00+00:00,0.3142,-0.00413749204328443,0.0019284379
KARRAT-USD,2024-09-14 08:20:00+00:00,0.3152,-0.004441624365482097,-0.002309821
KARRAT-USD,2024-09-14 08:25:00+00:00,0.3147,-0.0028598665395613487,-0.0009510568
KARRAT-USD,2024-09-14 08:30:00+00:00,0.3147,-0.006990784874483571,-0.006196529
KARRAT-USD,2024-09-14 08:35:00+00:00,0.3129,-0.0012783636944711137,-0.0012882599
KARRAT-USD,2024-09-14 08:40:00+00:00,0.3129,-0.0012783636944711137,0.0008192964
KARRAT-USD,2024-09-14 08:45:00+00:00,0.3138,-0.005417463352453903,-0.00097609195
KARRAT-USD,2024-09-14 08:50:00+00:00,0.3138,-0.007329509241555208,-0.005958319
KARRAT-USD,2024-09-14 08:55:00+00:00,0.3125,-0.002239999999999931,-0.0009740641
KARRAT-USD,2024-09-14 09:00:00+00:00,0.3125,-0.0044800000000000395,-0.0010089786
KARRAT-USD,2024-09-14 09:05:00+00:00,0.3125,-0.006719999999999971,-0.0022370343
KARRAT-USD,2024-09-14 09:10:00+00:00,0.3121,-0.0060877923742390675,-0.0029916372
KARRAT-USD,2024-09-14 09:15:00+00:00,0.3115,-0.004173354735152563,-0.00027858763
KARRAT-USD,2024-09-14 09:20:00+00:00,0.3118,-0.012828736369467618,-0.0028811607
KARRAT-USD,2024-09-14 09:25:00+00:00,0.3111,-0.010607521697203375,-0.0029916372
KARRAT-USD,2024-09-14 09:30:00+00:00,0.3104,-0.00902061855670111,-0.0016848635
KARRAT-USD,2024-09-14 09:35:00+00:00,0.3102,-0.010315925209542168,-0.0009032339
KARRAT-USD,2024-09-14 09:40:00+00:00,0.3102,-0.011927788523533144,-0.009446409
KARRAT-USD,2024-09-14 09:45:00+00:00,0.3078,-0.0022742040285901035,-0.0014089969
KARRAT-USD,2024-09-14 09:50:00+00:00,0.3078,-0.00877192982456152,-0.0020720314
KARRAT-USD,2024-09-14 09:55:00+00:00,0.3076,-0.01332899869960986,-0.0031907945
KARRAT-USD,2024-09-14 10:00:00+00:00,0.307,-0.010749185667752344,-0.0023352297
KARRAT-USD,2024-09-14 10:05:00+00:00,0.3065,-0.012071778140293577,0.0017139746
KARRAT-USD,2024-09-14 10:10:00+00:00,0.3071,-0.016606968414197308,-0.0076732156
KARRAT-USD,2024-09-14 10:15:00+00:00,0.3051,-0.007538511963290622,-0.008142324
KARRAT-USD,2024-09-14 10:20:00+00:00,0.3035,-0.0023064250411860905,-0.00030980582
KARRAT-USD,2024-09-14 10:25:00+00:00,0.3037,-0.008561080013171046,-0.005005076
KARRAT-USD,2024-09-14 10:30:00+00:00,0.3028,-0.008916776750330369,-0.0041205334
KARRAT-USD,2024-09-14 10:35:00+00:00,0.302,-0.006291390728476864,0.0024514184
KARRAT-USD,2024-09-14 10:40:00+00:00,0.3028,-0.007926023778071377,-0.0003712619
KARRAT-USD,2024-09-14 10:45:00+00:00,0.3028,-0.006935270805812387,-0.0061096437
KARRAT-USD,2024-09-14 10:50:00+00:00,0.3011,-0.0023248090335436017,-0.0044247564
KARRAT-USD,2024-09-14 10:55:00+00:00,0.3001,0.00333222259246918,-0.00027439487
KARRAT-USD,2024-09-14 11:00:00+00:00,0.3001,0.00333222259246918,0.0010333541
KARRAT-USD,2024-09-14 11:05:00+00:00,0.3004,0.0009986684420773052,0.0013720721
KARRAT-USD,2024-09-14 11:10:00+00:00,0.3007,0.0,-0.00051352184
KARRAT-USD,2024-09-14 11:15:00+00:00,0.3004,0.0009986684420773052,0.002906904
KARRAT-USD,2024-09-14 11:20:00+00:00,0.3011,-0.0013284623048819527,8.30536e-05
KARRAT-USD,2024-09-14 11:25:00+00:00,0.3011,-0.002989040185984578,-0.0013227947
KARRAT-USD,2024-09-14 11:30:00+00:00,0.3007,-0.001662786830728302,-0.00015306787
KARRAT-USD,2024-09-14 11:35:00+00:00,0.3007,0.001662786830728302,-0.0003388031
KARRAT-USD,2024-09-14 11:40:00+00:00,0.3007,0.001662786830728302,-0.0003388031
KARRAT-USD,2024-09-14 11:45:00+00:00,0.3007,0.002327901563019549,-0.0023190957
KARRAT-USD,2024-09-14 11:50:00+00:00,0.3002,0.0016655562958027995,-0.000283508
KARRAT-USD,2024-09-14 11:55:00+00:00,0.3002,0.0,0.0036942358
KARRAT-USD,2024-09-14 12:00:00+00:00,0.3012,-0.003984063745020034,-0.00040154718
KARRAT-USD,2024-09-14 12:05:00+00:00,0.3012,-0.0036520584329350772,0.00043117697
KARRAT-USD,2024-09-14 12:10:00+00:00,0.3014,-0.004313205043132128,-0.002377497
KARRAT-USD,2024-09-14 12:15:00+00:00,0.3007,-0.0006651147322914316,-0.002866313
KARRAT-USD,2024-09-14 12:20:00+00:00,0.3002,0.0009993337774815687,-0.0017401582
KARRAT-USD,2024-09-14 12:25:00+00:00,0.3,0.006666666666666673,0.0018292756
KARRAT-USD,2024-09-14 12:30:00+00:00,0.3001,0.005664778407197717,0.0007140586
KARRAT-USD,2024-09-14 12:35:00+00:00,0.3001,-0.0009996667777406431,0.0019684245
KARRAT-USD,2024-09-14 12:40:00+00:00,0.3005,-0.0056572379367719776,-0.0008194147
KARRAT-USD,2024-09-14 12:45:00+00:00,0.3005,-0.009983361064891855,0.0034231695
KARRAT-USD,2024-09-14 12:50:00+00:00,0.302,-0.01887417218543041,-0.0012091614
KARRAT-USD,2024-09-14 12:55:00+00:00,0.3018,-0.01722995361166348,-0.0066513633
KARRAT-USD,2024-09-14 13:00:00+00:00,0.2998,-0.012675116744496416,-0.0034714632
