Actual,Predicted
0.0011395061444007847,0.0008679448088230718
0.002119152604183876,0.0010152395230534287
0.0006114238410596074,-8.290141182581749e-05
0.0007976554827547086,0.00016112212076403897
0.000455335103455447,-0.0009168869870711097
-0.0006997105975780789,-0.0007965830309082547
-0.00111440398161631,-0.0011974418053983579
-0.0009578580513603093,-0.0008783907214144696
-0.0007033111418359567,0.00032694124055340236
-0.001187635483291214,-0.0003998186125825392
-0.0004775675758948428,8.583058322266055e-05
-0.0010432800592583074,-0.0011450855559860433
-0.0010874634641425815,-0.0008351226360412427
0.00010073308168842805,-0.001555775073944102
8.682566367777543e-05,-0.001493442595556558
-0.0005717639115545864,-0.001244220544224868
-0.00020472960192771645,-0.0011718149354839303
-0.00042461556623091896,-0.0012048956024087551
-0.0013458439612872384,-0.0014278323517076439
-0.0018871344484711922,-0.001713594864905438
-0.001099243861504785,-0.0013629031497454838
-0.000837490665071417,-0.0010685000171675029
-0.001001695700471247,-0.00029685743987127507
-0.0008730579106296692,-0.0005797412325318523
-0.0010632088889243499,-4.034133204079971e-05
-0.001522938703958333,-0.0004073370227201599
-0.0021962937315104934,-0.0008122221283370683
-0.002372675019235341,-0.0008588947349836776
-0.0009080231792465824,-0.0007093505773843187
-0.00014141354721844933,-0.0005554299738072244
-0.0006011931422748879,-0.0005583234970286486
-0.0007738457756801683,-0.00031279936877252196
-0.0021592930487208217,0.00022405693694752007
-0.002412960188649687,-0.0004542582313484041
-0.0027462373025580688,-0.0006965672352955189
-0.001088987188679576,-0.0006281446849419442
-0.0012694374812443662,-0.0005548953012944518
0.0007657442931118289,0.0012767643798495514
-0.0004092963750534061,0.0011097155440844462
-0.0004639662851166779,0.0008507108428693154
-0.001658410696965527,0.00018298716087133886
0.000650607461387695,0.00021942213999156135
0.0016366489363031415,0.00016078527000293655
0.0015786944082254628,-0.001101101334031101
0.0016998318675375693,-0.0009406686654124762
0.0015140328289560286,-0.00017678260870534983
-0.0004413393399895078,9.736434566994709e-06
-0.0005006751377105637,0.00043230176557900173
-0.0008054907145606713,-0.0003031628163622241
4.3276734577271105e-05,-0.000304032300897319
0.001484094207835127,-0.0002840041189901966
0.002186177480089292,-0.00020157367735564556
0.0017200288469414002,-0.0023914845515203907
0.001968806826129582,-0.0018740280928153483
0.0019052590108665035,-0.000970976973435654
0.00047899634299590314,-0.00036179772054321913
0.0003300126468826198,-0.0001515066879529119
-0.0012347919500207223,-0.00011767726810681223
-0.0011602160085877747,-0.0008411760300529375
-0.0022179384054034908,-0.00029112738961403664
-0.0013837696651888831,-0.0003712687700519852
-0.0020208060421751063,-0.0026408249012821305
-0.0013577872593629674,-0.0009207631678295286
-0.000983194348354568,-0.0005957574045596933
-0.0007349068954212739,-0.0005855602091607462
-0.0006741990515267862,-0.0015038668366342172
-0.0010743167031017633,-0.0009373129891395788
-0.0003267452210387362,-0.0009440260577066912
-0.0006272387852753695,-0.0003271471053070856
0.00014995528833152915,-0.0004300242370789516
0.00025853403870487897,-0.0004764139225553116
0.0007430443579309809,-0.0010069447630298733
-0.00013000743209158307,-0.0010066524315723651
-0.00046147484962061325,-0.0005639051115086589
-0.0007141799283621493,-0.0007875735250903406
-0.0009564286225795809,-0.0007549421659636556
-0.0005415848361577102,-0.0007578473197004695
-0.00047042138053495495,-0.0007698831080697789
-0.00037798717411316826,-0.00024364818696763358
0.0012536672267047851,-0.0006488755831873398
0.001710150566263317,-0.0007549360998567333
0.0004992081009391174,-0.000728695130817078
0.0012623299819630581,-0.0008135512680815007
0.0011797592477161812,-0.0005164387764545357
-0.0011973182468903774,-0.0006769188235468552
-0.002378374564372346,-0.0013339259974097107
-0.00034052495153270927,-0.0013883678133517626
-0.0009465949233328814,-0.0010104950025269096
-0.0006140913813290994,-0.0009879818815642016
-0.0005741214266816607,-0.0005973777933488598
-0.0016459116435529248,-0.0005369540627575614
-0.0027282940138019436,-0.0005351787208328432
-0.001749600404538863,-0.0005019384478522173
-0.002804784654218813,-0.0006372240719342028
-0.0023830385434425844,-0.00035576687887760804
-0.001112450202481672,-0.0007619654385990496
-0.00022977626309265148,-0.001082674716483636
-0.0018547137035200964,-0.0006715505310249587
1.855612299400507e-05,-0.00021475798225480835
-0.000272362481190451,-4.038342905859056e-05
-0.0002806804376272841,-0.00021248100496136898
-0.0018516701553326752,-0.0008606663608177441
-0.002003901383153688,-0.00012133151126946025
-0.0011895758650502782,-0.0005658738072497908
-0.0010146552204236576,0.0001492043509757206
-0.0014961556229400967,4.177368467996822e-05
0.0010990300971476523,0.0003977998241776175
0.0026797483588363704,0.0010073117912484742
0.0008509003074219881,-3.978155735860647e-05
0.001249559707659269,-3.7913392244376134e-05
0.0027055608777171677,-0.00018815947762302148
0.0010728996325310297,-0.0002740161589276471
-0.0003257334981619957,-0.00010720752586354607
-0.00010485069060980624,-0.00048372596440509784
0.0005740065489917306,-2.2439472905697017e-05
-6.751500495919224e-05,-0.00020481995957555383
-0.0005724687640254807,-0.0006807366538579501
-6.690752259676124e-05,-2.738043479249403e-05
-0.00039218604837860526,-0.00011623213674498214
-0.0010180139336898198,-0.0005819047574395633
-0.0020003506337730906,-0.0006724889614967423
-0.0015129121678331906,-0.0005321373333059894
-0.0011237870318188353,-0.00034357960280330266
-0.0003277585929970505,3.252145277502771e-05
-0.0010443101656392184,0.00023228520349204653
0.0007219313396574014,0.00021887445557119072
0.0004460719297684431,0.00011755724906563191
0.0012287141641083724,-0.00013433665240327605
0.0006512132801316053,0.0002996980224594435
0.001126113680380638,0.00028886583098480475
-7.480178781295076e-05,0.0006516522808149596
-6.493946654232289e-05,0.00035579467728930075
-0.0005176779925801789,0.0006325120605809031
0.0008805979435654877,0.0004580063062434189
0.002875928458728738,-0.00032453548433251564
0.003942031139284703,0.0006123665154892353
0.0033718827659380605,-0.0001268543783573603
0.0025616159249605636,0.0006130694906824733
0.0010559549156214038,-0.000314149013639086
1.7845870057043555e-05,3.724354409937573e-05
-0.0009416724830098919,-0.0018263139933368177
-0.0007518493458727143,-0.0015474955979600832
0.0009197386940578295,-0.0019490047024678626
0.00038694754807464866,-0.002072520573605925
-0.0001559401003219962,-0.0016097131422635595
-1.668543220735806e-07,-0.0007000229340730408
0.000779793807893036,-0.00034943657046754186
-0.0010746551814422036,5.8587417373839496e-05
-0.00019389954001426744,-0.00024295310690668418
-0.0014772416215829017,9.167326781838599e-05
-0.0011182578537091818,0.00016809611582330034
-0.000491933229197267,0.0004467515958664607
-1.5693088596873074e-05,0.0002286416650192079
-0.0004970265196527229,0.000257941717758108
0.000639147251274156,-6.202664482910497e-05
0.001252140423472674,0.0001223425301244791
0.0007927544579086603,0.0008958926474641898
0.00032655492567031693,0.0006838568060155777
-0.00013976429428052813,0.0007767296519620144
0.00039633204211011655,0.0005682488544002641
0.00016216094473767156,0.0008302798278569377
-0.00041407370311802245,0.0006106447044670155
0.0010836548860435047,-0.0006895646337511112
0.001540962257196639,0.0002465640729479411
0.0012717985962320505,0.0001340664701979707
0.0003633017220801682,4.5420635537426616e-05
-0.0001356348662686495,-0.00013539659831694723
-0.0013632302605441418,0.000455847754063643
-0.0011328914711981825,0.0013220292311640087
-0.0009443456098263193,0.0007240621661616901
-0.0012799317014036524,0.0001040458912832546
-0.0009108624560982568,2.6213528727049767e-05
-0.00044423476430016217,0.00078721282877391
-0.00044021534994370215,-0.0003630277507899602
-0.0012283425999823395,-0.0003264178630871263
-5.8268451940886047e-05,-0.0009192980344127756
0.00048064702638479675,-0.0007195367373569249
-0.00042138385263094675,-3.372601790046011e-05
-0.005404156881882554,-0.0002197336477380719
-0.0036381141269770092,-0.0002953655551761439
-0.002838289779719026,0.00031602973978312783
-0.002893346954582511,-0.00036608968782082774
-0.0030363121005358355,0.00020161211001847113
0.0034100974685381978,-0.0006955741990915437
0.0016298101360040496,-0.0011104477933241601
0.0008486026270848623,-0.0013450404410231653
8.90628926321669e-05,-0.0004985198304554536
0.002733495119596794,0.0002184865658535778
0.0006620296698403974,-3.9527986701030915e-05
2.7950567329661875e-05,0.000376270765867568
-0.00024041200293317065,0.0003853168641208665
0.0007249944298799762,-0.00022279086511318432
-0.00028864973098921575,0.0007415142243913282
0.0006930323325336879,-0.0002488478928339116
0.0023139745081213335,0.0001727668151904333
0.0010612801428160695,2.823445823635077e-05
0.001070896277623488,-8.802849485901739e-05
0.0006075599246519326,-0.00022953513521373661
