start,product_id,close,open,high,low,volume,future_price,future_price_5bars,future_price_300bars,sam_3,sam_10,sam_50,close_1bar,volume_1bar,price_change_1bar,volume_change_1bar,price_change_3bar,volume_change_3bar,ema_10,ema_50,ema_200,rsi_14,past_price_percent_1bar,past_price_percent_5bars,past_price_percent_300bars,past_volume_1bar,past_volume_5bars,past_volume_300bars,macd,signal_line,macd_histogram,ema5,ema8,ema13,ema50,ema100,ema200
2024-09-21 04:05:00+00:00,KARRAT-USD,0.3169,0.3162,0.3169,0.3162,9612.49,0.0028400126222783584,0.0003155569580308898,-0.04733354370463873,0.31699999999999995,0.31243,0.313052,0.3166,6729.01,0.00030000000000002247,2883.4799999999996,0.003200000000000036,8522.95,0.3138257889673303,0.31245728012462703,0.31077306748031497,58.40336134453781,0.0009475679090335517,0.021598968407479175,0.053523936170212776,6729.01,10040.897999999983,3707.3196666666663,0.0007097260483591716,-0.0002315295535443809,0.0009412556019035525,0.3169,0.3169,0.3169,0.3169,0.3169,0.3169
2024-09-21 04:10:00+00:00,KARRAT-USD,0.3178,0.317,0.3178,0.317,142459.46,0.0,-0.0028319697923222522,-0.05003146633102588,0.31709999999999994,0.31343,0.31314,0.3169,9612.49,0.0009000000000000119,132846.97,0.00030000000000002247,125529.10999999999,0.3145483727914521,0.3126667985511123,0.31084298720687903,68.83720930232568,0.0028400126222783584,0.009850651414045272,0.05651595744680856,9612.49,35364.169999999984,4172.142,0.0010020278410533545,1.5181925375166186e-05,0.0009868459156781883,0.31720000000000004,0.31710000000000005,0.31702857142857144,0.3169352941176471,0.3169178217821782,0.31690895522388063
2024-09-21 04:15:00+00:00,KARRAT-USD,0.3178,0.3166,0.3178,0.3164,6493.71,0.0,-0.002202643171806274,-0.05003146633102588,0.31749999999999995,0.3144,0.313236,0.3178,142459.46,0.0,-135965.75,0.0012000000000000344,-235.30000000000018,0.3151395777384608,0.3128681005687158,0.3109122112147708,73.26732673267325,0.0,0.013069811922218835,0.05827505827505833,142459.46,36445.00399999997,4183.4178999999995,0.001219620096400087,0.0002560695595801504,0.0009635505368199366,0.31740000000000007,0.3172555555555556,0.3171387755102041,0.3169692041522492,0.31693529065777865,0.31691782134105595
2024-09-21 04:20:00+00:00,KARRAT-USD,0.3178,0.3174,0.3178,0.3174,467.39,-0.002202643171806274,-0.0003146633102581639,-0.05034612964128387,0.3178,0.31547000000000003,0.313334,0.3178,6493.71,0.0,-6026.32,0.0009000000000000119,-9145.1,0.3156232908769225,0.3130615083895505,0.31098074642656415,77.08333333333331,0.0,0.0009448818897638503,0.05827505827505833,6493.71,33152.411999999975,4174.606066666667,0.0013761995546187067,0.00048009555858786167,0.000896103996030845,0.3175333333333334,0.3173765432098766,0.31723323615160354,0.31700178438157284,0.31695241361505033,0.3169265992381599
2024-09-21 04:25:00+00:00,KARRAT-USD,0.3171,0.3174,0.3178,0.3171,3622.23,-0.00031535793125193624,-0.003784295175023585,-0.04761904761904763,0.3175666666666666,0.31601,0.31341,0.3178,467.39,-0.0007000000000000339,3154.84,-0.0007000000000000339,-138837.22999999998,0.3158917834447547,0.3132198806095681,0.31104163452182226,74.37185929648227,-0.002202643171806274,0.001579279848389136,0.05594405594405588,467.39,32531.055999999975,4185.6223666666665,0.0014273521266746636,0.0006695468722052221,0.0007578052544694415,0.31738888888888894,0.31731508916323736,0.31721420241566023,0.3170056359744523,0.3169553361177226,0.31692832461887477
2024-09-21 04:30:00+00:00,KARRAT-USD,0.317,0.317,0.317,0.317,187.07,-0.00031545741324917663,-0.003470031545741293,-0.04731861198738174,0.3172999999999999,0.31669,0.31348400000000004,0.3171,3622.23,-9.999999999998899e-05,-3435.16,-0.0008000000000000229,-6306.64,0.3160932773638902,0.3133681205856635,0.3111009217405106,73.46938775510193,-0.00031535793125193624,0.0003155569580308898,0.05561105561105559,3622.23,30645.971999999972,4185.188133333333,0.0014431855990640896,0.0008242746175769957,0.0006189109814870939,0.31725925925925935,0.3172450693491846,0.3171836020705659,0.31700541495584633,0.316956220551035,0.3169290378067467
2024-09-21 04:35:00+00:00,KARRAT-USD,0.3169,0.3169,0.3169,0.3169,588.81,0.0006311139160617796,-0.0031555695803092486,-0.0520668980751026,0.31699999999999995,0.31691,0.313556,0.317,187.07,-9.999999999998899e-05,401.73999999999995,-0.0009000000000000119,121.41999999999996,0.3162399542068193,0.3135066256607355,0.3111586240117493,72.680412371134,-0.00031545741324917663,-0.0028319697923222522,0.05527805527805529,187.07,2271.8419999999824,4186.093033333333,0.001431166973738851,0.0009456530888093668,0.0004855138849294842,0.3171395061728396,0.317168387271588,0.3171430874890565,0.3170012810360092,0.31695510727279663,0.3169287488733462
2024-09-21 04:40:00+00:00,KARRAT-USD,0.3171,0.3173,0.3173,0.3171,1388.6,0.0018921475875117925,-0.0006307158625038725,-0.053610848312835115,0.31699999999999995,0.31725000000000003,0.313654,0.3169,588.81,0.00019999999999997797,799.79,0.0,-2233.63,0.31639632616921576,0.31364754230149094,0.3112177421807867,76.88172043010746,0.0006311139160617796,-0.002202643171806274,0.05594405594405588,588.81,1250.8199999999824,4189.6639,0.0014213954926579064,0.0010408015695790747,0.0003805939230788317,0.3171263374485598,0.317153190100124,0.31713693213347705,0.3170051523679304,0.31695797643571155,0.3169304528646562
2024-09-21 04:45:00+00:00,KARRAT-USD,0.3177,0.317,0.3177,0.317,2585.69,-0.0056657223796033,-0.004091910607491243,-0.05382436260623231,0.31723333333333326,0.31727000000000005,0.31375,0.3171,1388.6,0.0005999999999999894,1197.0900000000001,0.0006999999999999784,2398.62,0.3166333577748129,0.31380646221123637,0.31128224225858986,70.5479452054794,0.0018921475875117925,-0.0003146633102581639,0.05794205794205785,1388.6,1674.4799999999825,4197.225066666667,0.0014454047824930538,0.0011217222121618707,0.00032368257033118315,0.31731755829903985,0.31727470341120756,0.3172173704001232,0.31703240129467825,0.3169726699716381,0.31693811005008254
2024-09-21 04:50:00+00:00,KARRAT-USD,0.3159,0.3171,0.3174,0.3159,21809.39,0.0,0.0009496676163341783,-0.047166824944602795,0.31689999999999996,0.31720000000000004,0.31381,0.3177,2585.69,-0.0017999999999999683,19223.7,-0.0010000000000000009,21220.579999999998,0.31650001999757416,0.31388856173236435,0.31132819009681284,69.12751677852359,-0.0056657223796033,-0.003784295175023585,0.05194805194805196,2585.69,5311.911999999982,4265.321033333334,0.0013041538866944702,0.0011582085470683906,0.00014594533962607962,0.3168450388660266,0.31696921376427256,0.317029174628677,0.3169879934007693,0.3169514289821007,0.3169277805968479
