time,low,high,open,close,volume,product_id
2024-09-25 16:10:00,0.02955,0.031,0.031,0.03068,596977.0,WELL-USD
2024-09-25 16:15:00,0.03,0.03099,0.03098,0.03007,1517868.0,WELL-USD
2024-09-25 16:20:00,0.03007,0.031,0.03007,0.030565,1139391.0,WELL-USD
2024-09-25 16:25:00,0.030384,0.03049,0.03049,0.030384,45747.0,WELL-USD
2024-09-25 16:30:00,0.03,0.030317,0.03022,0.03,233466.0,WELL-USD
2024-09-25 16:35:00,0.029511,0.030211,0.03,0.02963,277748.0,WELL-USD
2024-09-25 16:40:00,0.029677,0.030079,0.030079,0.029823,23967.0,WELL-USD
2024-09-25 16:45:00,0.029758,0.029823,0.029823,0.029823,22510.0,WELL-USD
2024-09-25 16:50:00,0.0298,0.029929,0.029823,0.029929,206853.0,WELL-USD
2024-09-25 16:55:00,0.0298,0.029929,0.029916,0.0298,315384.0,WELL-USD
2024-09-25 17:00:00,0.029677,0.030133,0.0298,0.029677,437762.0,WELL-USD
2024-09-25 17:05:00,0.029677,0.03068,0.02974,0.029861,628009.0,WELL-USD
2024-09-25 17:10:00,0.029853,0.03044,0.029853,0.029905,224724.0,WELL-USD
2024-09-25 17:15:00,0.029701,0.029905,0.029905,0.029777,120823.0,WELL-USD
2024-09-25 17:20:00,0.029701,0.029914,0.02987,0.029701,100454.0,WELL-USD
2024-09-25 17:25:00,0.029677,0.029888,0.029701,0.029677,91920.0,WELL-USD
2024-09-25 17:30:00,0.029677,0.031,0.029677,0.029811,1164369.0,WELL-USD
2024-09-25 17:35:00,0.029751,0.029888,0.029806,0.029817,148907.0,WELL-USD
2024-09-25 17:40:00,0.029876,0.029876,0.029876,0.029876,10839.0,WELL-USD
2024-09-25 17:45:00,0.029817,0.029817,0.029817,0.029817,40626.0,WELL-USD
2024-09-25 17:50:00,0.029817,0.03003,0.029906,0.029817,48471.0,WELL-USD
2024-09-25 17:55:00,0.029817,0.030589,0.03006,0.030589,178514.0,WELL-USD
2024-09-25 18:00:00,0.029909,0.029927,0.029924,0.029914,409.0,WELL-USD
2024-09-25 18:05:00,0.029979,0.03001,0.029979,0.03,128985.0,WELL-USD
2024-09-25 18:10:00,0.02981,0.030015,0.030015,0.02981,144707.0,WELL-USD
2024-09-25 18:15:00,0.02981,0.029925,0.02981,0.02981,42034.0,WELL-USD
2024-09-25 18:20:00,0.02981,0.030157,0.02981,0.02981,76597.0,WELL-USD
2024-09-25 18:25:00,0.029751,0.03005,0.02981,0.03005,35114.0,WELL-USD
2024-09-25 18:30:00,0.02975,0.029751,0.029751,0.02975,39930.0,WELL-USD
2024-09-25 18:35:00,0.029677,0.02975,0.02975,0.029677,67013.0,WELL-USD
2024-09-25 18:40:00,0.029677,0.02998,0.029677,0.029677,72720.0,WELL-USD
2024-09-25 18:45:00,0.029677,0.02993,0.029677,0.029677,197326.0,WELL-USD
2024-09-25 18:50:00,0.029581,0.0306,0.029677,0.02968,144576.0,WELL-USD
2024-09-25 18:55:00,0.029513,0.02989,0.02975,0.02989,191785.0,WELL-USD
2024-09-25 19:00:00,0.029513,0.030267,0.02997,0.03006,195890.0,WELL-USD
2024-09-25 19:05:00,0.02959,0.03006,0.029867,0.0296,57425.0,WELL-USD
2024-09-25 19:10:00,0.029593,0.02998,0.02962,0.029593,119680.0,WELL-USD
2024-09-25 19:15:00,0.029513,0.03009,0.0296,0.029513,127723.0,WELL-USD
2024-09-25 19:20:00,0.029513,0.0301,0.029513,0.0301,12390.0,WELL-USD
