time,low,high,open,close,volume,product_id
2024-05-27 21:10:00,0.5457,0.5457,0.5457,0.5457,1.83,DIA-USD
2024-05-27 21:25:00,0.5451,0.5451,0.5451,0.5451,11.07,DIA-USD
2024-05-27 21:40:00,0.54619,0.54619,0.54619,0.54619,355.79,DIA-USD
2024-05-27 21:45:00,0.54546,0.54591,0.54591,0.54546,960.21,DIA-USD
2024-05-27 22:00:00,0.54754,0.54794,0.5476,0.54754,67.81,DIA-USD
2024-05-27 22:10:00,0.54623,0.54669,0.54669,0.54623,58.34,DIA-USD
2024-05-27 22:35:00,0.548,0.548,0.548,0.548,173.9,DIA-USD
2024-05-27 22:50:00,0.548,0.548,0.548,0.548,142.48,DIA-USD
2024-05-27 23:00:00,0.548,0.54848,0.548,0.54848,13.74,DIA-USD
2024-05-27 23:45:00,0.54769,0.549,0.54769,0.549,4044.54,DIA-USD
2024-05-27 23:55:00,0.54941,0.54941,0.54941,0.54941,18.04,DIA-USD
2024-05-28 00:10:00,0.55028,0.55028,0.55028,0.55028,5.4,DIA-USD
2024-05-28 00:20:00,0.547,0.54987,0.54987,0.547,2546.8,DIA-USD
2024-05-28 00:45:00,0.54519,0.546,0.546,0.54519,574.96,DIA-USD
2024-05-28 01:10:00,0.54559,0.54669,0.54628,0.54669,1375.28,DIA-USD
2024-05-28 01:20:00,0.544,0.54599,0.54599,0.544,2851.15,DIA-USD
2024-05-28 01:40:00,0.54628,0.54628,0.54628,0.54628,1.83,DIA-USD
2024-05-28 01:45:00,0.54,0.54392,0.54392,0.54001,2455.07,DIA-USD
2024-05-28 01:50:00,0.53969,0.54137,0.54001,0.53983,17338.28,DIA-USD
2024-05-28 01:55:00,0.53951,0.5412,0.53981,0.53951,5868.37,DIA-USD
2024-05-28 02:00:00,0.53947,0.53957,0.53951,0.53947,7751.66,DIA-USD
2024-05-28 02:05:00,0.53945,0.53947,0.53947,0.53945,9870.93,DIA-USD
2024-05-28 02:10:00,0.53877,0.53945,0.53945,0.53899,13069.02,DIA-USD
2024-05-28 02:15:00,0.5387,0.539,0.539,0.5387,8000.0,DIA-USD
2024-05-28 02:25:00,0.53952,0.54098,0.54098,0.53952,4.08,DIA-USD
2024-05-28 03:00:00,0.54202,0.54449,0.543,0.54449,2848.54,DIA-USD
2024-05-28 03:10:00,0.54114,0.54186,0.54114,0.54186,3068.85,DIA-USD
2024-05-28 03:25:00,0.54,0.54,0.54,0.54,4.0,DIA-USD
2024-05-28 03:35:00,0.538,0.539,0.539,0.538,4631.06,DIA-USD
2024-05-28 04:05:00,0.53668,0.537,0.537,0.53668,4546.84,DIA-USD
2024-05-28 04:15:00,0.53343,0.53587,0.53416,0.53587,196.11,DIA-USD
2024-05-28 04:25:00,0.53301,0.53479,0.534,0.53301,2816.91,DIA-USD
2024-05-28 04:30:00,0.53101,0.533,0.533,0.53101,1464.8,DIA-USD
2024-05-28 04:35:00,0.53101,0.53101,0.53101,0.53101,165.74,DIA-USD
2024-05-28 04:50:00,0.53101,0.53101,0.53101,0.53101,37.35,DIA-USD
2024-05-28 04:55:00,0.53001,0.531,0.531,0.53001,901.87,DIA-USD
2024-05-28 05:10:00,0.53172,0.53173,0.53172,0.53173,1012.63,DIA-USD
2024-05-28 05:30:00,0.53214,0.53214,0.53214,0.53214,0.94,DIA-USD
2024-05-28 05:45:00,0.5312,0.5312,0.5312,0.5312,10.19,DIA-USD
2024-05-28 05:55:00,0.53199,0.53199,0.53199,0.53199,1.88,DIA-USD
2024-05-28 06:20:00,0.53195,0.53195,0.53195,0.53195,1.88,DIA-USD
2024-05-28 06:30:00,0.52714,0.53002,0.53002,0.5293,3185.98,DIA-USD
2024-05-28 06:40:00,0.52821,0.52821,0.52821,0.52821,2.81,DIA-USD
2024-05-28 07:00:00,0.53098,0.531,0.53098,0.531,43.1,DIA-USD
2024-05-28 07:15:00,0.5288,0.52881,0.52881,0.52881,2990.28,DIA-USD
2024-05-28 07:40:00,0.52881,0.52881,0.52881,0.52881,412.23,DIA-USD
2024-05-28 07:55:00,0.52947,0.52953,0.52948,0.52953,47.23,DIA-USD
2024-05-28 08:05:00,0.53036,0.53037,0.53036,0.53037,51.9,DIA-USD
2024-05-28 08:15:00,0.53187,0.53199,0.53199,0.53187,25.55,DIA-USD
2024-05-28 08:25:00,0.532,0.532,0.532,0.532,4.0,DIA-USD
2024-05-28 08:45:00,0.5324,0.533,0.5324,0.533,9.66,DIA-USD
2024-05-28 09:00:00,0.53309,0.53327,0.53327,0.53309,58.17,DIA-USD
2024-05-28 09:05:00,0.53408,0.53431,0.53431,0.5341,123.48,DIA-USD
2024-05-28 09:10:00,0.53409,0.535,0.53409,0.535,110.04,DIA-USD
2024-05-28 09:30:00,0.53425,0.53425,0.53425,0.53425,70.21,DIA-USD
2024-05-28 09:45:00,0.53636,0.539,0.53636,0.539,278.98,DIA-USD
2024-05-28 09:50:00,0.538,0.53844,0.53829,0.538,3039.28,DIA-USD
2024-05-28 09:55:00,0.53785,0.53826,0.53826,0.53785,82.04,DIA-USD
2024-05-28 10:15:00,0.54,0.54099,0.54,0.54099,93.0,DIA-USD
2024-05-28 10:25:00,0.5393,0.5393,0.5393,0.5393,9.81,DIA-USD
2024-05-28 10:40:00,0.537,0.537,0.537,0.537,4.0,DIA-USD
2024-05-28 10:45:00,0.536,0.53633,0.53633,0.536,110.09,DIA-USD
2024-05-28 10:50:00,0.537,0.5378,0.537,0.53771,63.41,DIA-USD
2024-05-28 10:55:00,0.53645,0.53687,0.53645,0.53687,2748.71,DIA-USD
2024-05-28 11:00:00,0.53771,0.53775,0.53775,0.53771,1041.83,DIA-USD
2024-05-28 11:50:00,0.5382,0.53854,0.5382,0.53854,2258.71,DIA-USD
2024-05-28 12:00:00,0.53576,0.5372,0.53678,0.53576,757.57,DIA-USD
2024-05-28 12:10:00,0.53562,0.53562,0.53562,0.53562,1.94,DIA-USD
2024-05-28 12:35:00,0.53849,0.53899,0.53888,0.53849,695.5,DIA-USD
2024-05-28 12:40:00,0.5374,0.53897,0.5374,0.53897,2139.62,DIA-USD
2024-05-28 12:50:00,0.53613,0.53613,0.53613,0.53613,34.37,DIA-USD
2024-05-28 13:10:00,0.53461,0.53461,0.53461,0.53461,1300.0,DIA-USD
2024-05-28 13:30:00,0.53641,0.53641,0.53641,0.53641,4.05,DIA-USD
2024-05-28 13:35:00,0.533,0.53449,0.53449,0.533,13.92,DIA-USD
2024-05-28 13:45:00,0.53364,0.53548,0.53548,0.53364,135.17,DIA-USD
2024-05-28 14:00:00,0.53,0.532,0.532,0.53,539.37,DIA-USD
2024-05-28 14:10:00,0.53156,0.533,0.53156,0.533,9.6,DIA-USD
2024-05-28 14:25:00,0.53359,0.53359,0.53359,0.53359,7.97,DIA-USD
2024-05-28 14:45:00,0.52901,0.53,0.53,0.52901,134.08,DIA-USD
2024-05-28 15:10:00,0.53168,0.53168,0.53168,0.53168,0.04,DIA-USD
2024-05-28 15:15:00,0.53001,0.5303,0.53001,0.5303,14.2,DIA-USD
2024-05-28 15:35:00,0.53091,0.53091,0.53091,0.53091,515.42,DIA-USD
2024-05-28 15:45:00,0.53053,0.53231,0.53231,0.53053,449.85,DIA-USD
2024-05-28 15:50:00,0.533,0.534,0.533,0.534,8.0,DIA-USD
2024-05-28 16:10:00,0.53294,0.53397,0.53397,0.53294,1501.87,DIA-USD
2024-05-28 16:30:00,0.52911,0.53101,0.53101,0.52911,270.5,DIA-USD
2024-05-28 16:55:00,0.53051,0.53055,0.53051,0.53055,41.86,DIA-USD
2024-05-28 17:05:00,0.53024,0.53117,0.53024,0.53036,1412.75,DIA-USD
2024-05-28 17:15:00,0.53167,0.53269,0.53167,0.53269,43.14,DIA-USD
2024-05-28 17:30:00,0.53121,0.53121,0.53121,0.53121,1000.16,DIA-USD
2024-05-28 17:55:00,0.53136,0.53137,0.53137,0.53136,447.24,DIA-USD
2024-05-28 18:10:00,0.53098,0.53098,0.53098,0.53098,0.55,DIA-USD
2024-05-28 18:15:00,0.53142,0.53169,0.53142,0.53169,50.55,DIA-USD
2024-05-28 18:35:00,0.529,0.52996,0.52996,0.529,141.6,DIA-USD
2024-05-28 18:40:00,0.528,0.52859,0.52847,0.52859,23.76,DIA-USD
2024-05-28 18:45:00,0.52884,0.52993,0.52884,0.52976,2995.67,DIA-USD
2024-05-28 18:50:00,0.52683,0.52902,0.52883,0.52683,1800.49,DIA-USD
2024-05-28 19:00:00,0.531,0.531,0.531,0.531,4.0,DIA-USD
2024-05-28 19:15:00,0.532,0.533,0.532,0.533,8.0,DIA-USD
2024-05-28 19:20:00,0.5271,0.5325,0.5325,0.53199,27830.14,DIA-USD
2024-05-28 19:30:00,0.53262,0.53307,0.53262,0.53307,990.0,DIA-USD
2024-05-28 19:50:00,0.53369,0.53563,0.53369,0.5347,6980.2,DIA-USD
2024-05-28 19:55:00,0.53499,0.535,0.535,0.53499,133.82,DIA-USD
2024-05-28 20:00:00,0.53499,0.536,0.53499,0.53545,4694.27,DIA-USD
2024-05-28 20:10:00,0.53507,0.53635,0.53507,0.53635,1057.38,DIA-USD
2024-05-28 20:15:00,0.53568,0.53594,0.53594,0.53568,19.86,DIA-USD
2024-05-28 20:45:00,0.534,0.53401,0.53401,0.534,134.08,DIA-USD
2024-05-28 20:50:00,0.53302,0.5345,0.5345,0.53315,1462.83,DIA-USD
2024-05-28 20:55:00,0.53365,0.534,0.534,0.53365,329.99,DIA-USD
2024-05-28 21:00:00,0.53334,0.53452,0.53452,0.53334,849.2,DIA-USD
2024-05-28 21:10:00,0.5334,0.53416,0.53416,0.5334,46.6,DIA-USD
2024-05-28 21:15:00,0.53402,0.53402,0.53402,0.53402,8.8,DIA-USD
2024-05-28 21:25:00,0.53546,0.53654,0.53548,0.53654,204.6,DIA-USD
2024-05-28 21:30:00,0.53576,0.53614,0.53613,0.53576,379.16,DIA-USD
2024-05-28 21:40:00,0.5364,0.53784,0.5364,0.53784,1388.53,DIA-USD
2024-05-28 21:55:00,0.53735,0.53782,0.53735,0.53782,935.07,DIA-USD
2024-05-28 22:05:00,0.53782,0.539,0.53782,0.53804,529.9,DIA-USD
2024-05-28 22:30:00,0.53877,0.53877,0.53877,0.53877,5.99,DIA-USD
2024-05-28 23:05:00,0.53619,0.53619,0.53619,0.53619,100.0,DIA-USD
2024-05-29 00:00:00,0.53934,0.54028,0.53934,0.54028,10258.38,DIA-USD
2024-05-29 00:25:00,0.5391,0.53911,0.53911,0.5391,191.82,DIA-USD
2024-05-29 00:45:00,0.53711,0.5385,0.53711,0.5385,130.79,DIA-USD
2024-05-29 00:55:00,0.53749,0.54095,0.53749,0.54095,30.93,DIA-USD
2024-05-29 01:00:00,0.54097,0.541,0.54097,0.541,547.2,DIA-USD
2024-05-29 01:40:00,0.54143,0.54212,0.54143,0.54212,183.68,DIA-USD
2024-05-29 02:05:00,0.537,0.538,0.538,0.537,222.45,DIA-USD
2024-05-29 02:10:00,0.53606,0.53626,0.53626,0.53606,510.68,DIA-USD
2024-05-29 02:25:00,0.536,0.53618,0.53618,0.536,4.5,DIA-USD
2024-05-29 02:30:00,0.53877,0.5394,0.53884,0.53877,26.61,DIA-USD
2024-05-29 02:55:00,0.53811,0.53811,0.53811,0.53811,500.0,DIA-USD
2024-05-29 03:10:00,0.5391,0.5391,0.5391,0.5391,2.24,DIA-USD
2024-05-29 04:00:00,0.5405,0.5405,0.5405,0.5405,1.85,DIA-USD
2024-05-29 04:05:00,0.53968,0.54081,0.53968,0.54081,1177.33,DIA-USD
2024-05-29 04:10:00,0.541,0.542,0.541,0.542,8.0,DIA-USD
2024-05-29 04:20:00,0.54213,0.54242,0.54213,0.54242,54.08,DIA-USD
2024-05-29 04:30:00,0.54289,0.54341,0.54289,0.54341,39.56,DIA-USD
2024-05-29 04:45:00,0.54342,0.544,0.54342,0.544,52.08,DIA-USD
2024-05-29 04:55:00,0.54371,0.545,0.54371,0.545,579.95,DIA-USD
2024-05-29 05:10:00,0.54435,0.5449,0.54435,0.54477,1364.92,DIA-USD
2024-05-29 05:20:00,0.54369,0.54425,0.54425,0.54369,4.05,DIA-USD
2024-05-29 05:50:00,0.54492,0.54492,0.54492,0.54492,27.77,DIA-USD
2024-05-29 06:00:00,0.546,0.54707,0.546,0.54707,977.63,DIA-USD
2024-05-29 06:10:00,0.54799,0.548,0.548,0.54799,4.57,DIA-USD
2024-05-29 06:45:00,0.5457,0.54583,0.54577,0.54582,920.64,DIA-USD
2024-05-29 07:10:00,0.545,0.54548,0.545,0.54548,5.83,DIA-USD
2024-05-29 07:20:00,0.54693,0.54693,0.54693,0.54693,1.83,DIA-USD
2024-05-29 07:30:00,0.54595,0.5478,0.54595,0.54595,1074.62,DIA-USD
2024-05-29 07:45:00,0.5459,0.54591,0.54591,0.5459,242.75,DIA-USD
2024-05-29 08:00:00,0.544,0.54586,0.54586,0.544,2535.67,DIA-USD
2024-05-29 08:10:00,0.542,0.542,0.542,0.542,4.0,DIA-USD
2024-05-29 08:20:00,0.54219,0.5447,0.54219,0.5447,744.0,DIA-USD
