time,low,high,open,close,volume
2024-12-02 22:13:00,0.90758,0.911,0.911,0.90758,20711.99
2024-12-02 22:15:00,0.90877,0.91226,0.90877,0.91092,7142.1
2024-12-02 22:17:00,0.91064,0.911,0.91064,0.911,8023.63
2024-12-02 22:18:00,0.91055,0.911,0.91099,0.91055,560.58
2024-12-02 22:19:00,0.91055,0.911,0.91055,0.911,10416.0
2024-12-02 22:20:00,0.911,0.91276,0.911,0.91276,2342.43
2024-12-02 22:21:00,0.91238,0.91361,0.91238,0.91361,530.45
2024-12-02 22:22:00,0.91343,0.91393,0.91343,0.91393,6.3
2024-12-02 22:23:00,0.91172,0.91369,0.91369,0.9131,127.55
2024-12-02 22:24:00,0.91201,0.91322,0.91322,0.91261,58.94
2024-12-02 22:25:00,0.91078,0.91078,0.91078,0.91078,5.6
2024-12-02 22:26:00,0.91077,0.91077,0.91077,0.91077,26.64
2024-12-02 22:29:00,0.90647,0.908,0.908,0.90782,331.19
2024-12-02 22:31:00,0.905,0.90644,0.90644,0.906,91.69
2024-12-02 22:32:00,0.9085,0.90866,0.9085,0.90866,1013.81
2024-12-02 22:33:00,0.906,0.9076,0.9076,0.906,1287.86
2024-12-02 22:35:00,0.90761,0.90889,0.90761,0.90889,17.36
2024-12-02 22:36:00,0.90596,0.90893,0.90701,0.90596,256.09
2024-12-02 22:38:00,0.91,0.91363,0.91,0.91332,2284.93
2024-12-02 22:40:00,0.914,0.9154,0.914,0.9154,2928.18
2024-12-02 22:41:00,0.91298,0.91451,0.91451,0.91298,16.05
2024-12-02 22:48:00,0.91375,0.91511,0.91484,0.91375,127.11
2024-12-02 22:50:00,0.90684,0.91212,0.91212,0.90684,3338.55
2024-12-02 22:52:00,0.90742,0.90824,0.90742,0.90824,727.79
2024-12-02 22:56:00,0.90536,0.90803,0.906,0.90803,465.69
2024-12-02 23:00:00,0.90832,0.9126,0.90832,0.9126,48.24
2024-12-02 23:03:00,0.91235,0.913,0.913,0.91235,3.72
2024-12-02 23:09:00,0.91181,0.91376,0.91181,0.91376,75.46
2024-12-02 23:11:00,0.914,0.91557,0.914,0.91557,16.61
2024-12-02 23:13:00,0.916,0.919,0.916,0.919,6.48
2024-12-02 23:15:00,0.9152,0.91794,0.91794,0.9152,3159.13
2024-12-02 23:19:00,0.91485,0.9164,0.9164,0.91485,1639.52
2024-12-02 23:24:00,0.91477,0.91792,0.91477,0.91792,5309.71
2024-12-02 23:25:00,0.91794,0.91835,0.91794,0.91834,4811.5
2024-12-02 23:30:00,0.92,0.921,0.92,0.921,34.84
2024-12-02 23:32:00,0.922,0.92395,0.922,0.92395,1290.37
2024-12-02 23:35:00,0.92284,0.926,0.924,0.926,1945.52
2024-12-02 23:36:00,0.927,0.93,0.927,0.93,67.46
2024-12-02 23:39:00,0.92514,0.92717,0.92514,0.92717,30.07
2024-12-02 23:44:00,0.92652,0.92793,0.92743,0.92792,3425.43
2024-12-02 23:46:00,0.92653,0.92686,0.92677,0.92653,1430.68
2024-12-02 23:48:00,0.92663,0.92698,0.92663,0.92698,24.05
2024-12-02 23:49:00,0.92949,0.935,0.92993,0.93468,5477.24
2024-12-02 23:50:00,0.93251,0.9346,0.93251,0.9346,37.38
