time,low,high,open,close,volume
2024-11-26 12:39:00,0.2802,0.2808,0.2808,0.2804,2003.5
2024-11-26 12:41:00,0.2783,0.2803,0.2803,0.2799,4382.9
2024-11-26 12:47:00,0.2781,0.2795,0.2785,0.2781,2482.0
2024-11-26 12:49:00,0.278,0.2796,0.2781,0.2796,11402.8
2024-11-26 12:50:00,0.278,0.2797,0.2781,0.2797,1916.2
2024-11-26 12:54:00,0.2798,0.2804,0.2798,0.2804,442.7
2024-11-26 12:59:00,0.2798,0.2798,0.2798,0.2798,1133.1
2024-11-26 13:11:00,0.2787,0.2801,0.2793,0.2801,3028.0
2024-11-26 13:15:00,0.2784,0.281,0.2802,0.2784,15310.2
2024-11-26 13:24:00,0.2783,0.2799,0.2783,0.2799,4.2
2024-11-26 13:25:00,0.2797,0.2797,0.2797,0.2797,11.4
2024-11-26 13:27:00,0.2783,0.279,0.2783,0.279,993.4
2024-11-26 13:34:00,0.2789,0.2792,0.2789,0.2792,1323.6
2024-11-26 13:35:00,0.2786,0.2797,0.2797,0.2786,1463.1
2024-11-26 13:38:00,0.278,0.2783,0.2783,0.2781,1977.0
2024-11-26 13:44:00,0.2781,0.2781,0.2781,0.2781,17645.9
2024-11-26 13:46:00,0.2788,0.2801,0.2788,0.2801,2806.1
2024-11-26 13:47:00,0.2785,0.2806,0.28,0.2785,3522.4
2024-11-26 13:52:00,0.2791,0.2798,0.2791,0.2798,184.0
2024-11-26 13:56:00,0.2798,0.2798,0.2798,0.2798,88.5
2024-11-26 13:57:00,0.2781,0.2798,0.2798,0.2781,89.9
2024-11-26 14:01:00,0.279,0.2796,0.279,0.2796,3.5
2024-11-26 14:05:00,0.2781,0.2795,0.2781,0.2795,581.0
2024-11-26 14:09:00,0.2781,0.2795,0.2781,0.2795,1806.5
2024-11-26 14:11:00,0.2795,0.2795,0.2795,0.2795,3.5
2024-11-26 14:12:00,0.2781,0.2781,0.2781,0.2781,5455.3
2024-11-26 14:28:00,0.2795,0.2795,0.2795,0.2795,3.5
2024-11-26 14:29:00,0.2781,0.2795,0.2792,0.2795,250.0
2024-11-26 14:30:00,0.2795,0.2795,0.2795,0.2795,3.5
2024-11-26 14:33:00,0.2781,0.2796,0.2781,0.2796,104.1
2024-11-26 14:40:00,0.2796,0.2796,0.2796,0.2796,7.0
2024-11-26 14:44:00,0.279,0.2796,0.2796,0.2796,4007.2
2024-11-26 14:46:00,0.279,0.2796,0.279,0.2796,1720.8
2024-11-26 14:47:00,0.2796,0.2807,0.2796,0.2807,3753.8
2024-11-26 14:48:00,0.2797,0.2817,0.2808,0.2817,22732.1
2024-11-26 14:50:00,0.2818,0.2818,0.2818,0.2818,7.0
2024-11-26 14:54:00,0.2803,0.2803,0.2803,0.2803,7.0
2024-11-26 14:58:00,0.2801,0.2803,0.2803,0.2801,11275.6
2024-11-26 14:59:00,0.2802,0.2803,0.2802,0.2803,26.1
2024-11-26 15:00:00,0.2803,0.2814,0.2803,0.2805,172.7
2024-11-26 15:04:00,0.2801,0.2803,0.2803,0.2801,4003.5
2024-11-26 15:05:00,0.2801,0.2859,0.2802,0.2818,36450.1
2024-11-26 15:06:00,0.2804,0.2833,0.2826,0.2813,4582.9
